,CAD_INCIDENT_ID,INITIAL_CALL_TYPE,INITIAL_SEVERITY_LEVEL_CODE,INCIDENT_RESPONSE_SECONDS_QY,TIME
2160,140561040,SICK,6,309,201425
2161,140561803,OBCOMP,2,341,201425
2162,140562584,INJURY,5,237,201425
2163,140563332,SICK,6,387,201425
2164,140570392,UNC,2,453,201426
2165,140571174,CARD,3,605,201426
2166,140571919,INJURY,5,539,201426
2167,140572675,SICK,6,282,201426
2168,140573444,DIFFBR,2,201,201426
2169,140580584,SICK,6,344,201427
2170,140581334,CARD,3,248,201427
2171,140582096,INJURY,5,467,201427
2172,140582850,DRUG,4,435,201427
2173,140583616,UNC,2,606,201427
2174,140590609,ALTMEN,3,468,201428
2175,140591362,MVAINJ,4,283,201428
2176,140592139,INJURY,5,609,201428
2177,140592889,PEDSTR,3,246,201428
2178,140593643,INJURY,5,276,201428
2179,140600647,DIFFBR,2,303,201401
2180,140601402,SICK,6,576,201401
2181,140602168,UNKNOW,4,"1,026",201401
2182,140602944,EDP,7,644,201401
2183,140610097,SICK,6,504,201402
2184,140610846,OTHER,6,327,201402
2185,140611614,UNKNOW,4,321,201402
2186,140612377,BURNMA,3,174,201402
2187,140613135,DRUG,4,316,201402
2188,140620397,RESPIR,4,467,201403
2189,140621153,INJURY,5,295,201403
2190,140621904,SICK,6,817,201403
2191,140622667,CARD,3,233,201403
2192,140623420,OBMAJ,3,337,201403
2193,140630419,INJURY,5,636,201404
2194,140631194,ALTMEN,3,450,201404
2195,140631958,STATEP,2,464,201404
2196,140632732,EDP,7,398,201404
2197,140633476,INJURY,5,58,201404
2198,140640506,INJURY,5,671,201405
2199,140641262,UNC,2,363,201405
2200,140642030,UNKNOW,4,373,201405
2201,140642783,EDP,7,375,201405
2202,140643541,INJURY,5,366,201405
2203,140650340,ABDPN,5,299,201406
2204,140651099,DRUG,4,"1,060",201406
2205,140651853,DIFFBR,2,496,201406
2206,140652620,INJURY,5,555,201406
2207,140653373,CARD,3,248,201406
2208,140660449,DRUG,4,300,201407
2209,140661218,EDP,7,433,201407
2210,140661971,INJALS,3,262,201407
2211,140662732,SICK,6,500,201407
2212,140663481,SICK,6,475,201407
2213,140670263,SICK,6,239,201408
2214,140671041,INBLED,3,503,201408
2215,140671797,SICK,6,487,201408
2216,140672596,UNC,2,255,201408
2217,140673357,UNKNOW,4,337,201408
2218,140680255,SICK,6,134,201409
2219,140681039,DIFFBR,2,242,201409
2220,140681789,INJURY,5,592,201409
2221,140682551,ASTHMB,2,310,201409
2222,140683290,DIFFBR,2,292,201409
2223,140690540,OTHER,6,413,201410
2224,140691300,INJURY,5,840,201410
2225,140692065,UNC,2,224,201410
2226,140692809,UNKNOW,4,400,201410
2227,140693552,INJURY,5,900,201410
2228,140700187,DRUG,4,339,201411
2229,140700946,SICK,6,530,201411
2230,140701690,INBLED,3,384,201411
2231,140702451,SEIZR,3,930,201411
2232,140703219,INJURY,5,,201411
2233,140703986,DIFFBR,2,479,201411
2234,140710570,UNKNOW,4,299,201412
2235,140711342,EDP,7,691,201412
2236,140712091,SICK,6,"5,855",201412
2237,140712868,SICPED,4,333,201412
2238,140713618,INJURY,5,,201412
2239,140720278,INJURY,5,350,201413
2240,140721049,CARD,3,283,201413
2241,140721791,UNKNOW,4,922,201413
2242,140722570,SICK,6,281,201413
2243,140723315,DRUG,4,24,201413
2244,140730237,SICK,6,499,201414
2245,140730999,SICK,6,721,201414
2246,140731749,INJURY,5,734,201414
2247,140732516,STATEP,2,216,201414
2248,140733288,EDP,7,557,201414
2249,140734052,SICK,6,836,201414
2250,140740561,INJURY,5,637,201415
2251,140741320,PEDSTR,3,54,201415
2252,140742092,OBLAB,5,"1,075",201415
2253,140742890,UNC,2,276,201415
2254,140743634,INJURY,5,369,201415
2255,140750351,ABDPN,5,743,201416
2256,140751107,DIFFBR,2,364,201416
2257,140751861,STATEP,2,419,201416
2258,140752629,DIFFBR,2,176,201416
2259,140753392,SICPED,4,483,201416
2260,140760463,SICK,6,647,201417
2261,140761212,INJURY,5,618,201417
2262,140761964,CARD,3,520,201417
2263,140762729,UNC,2,329,201417
2264,140763484,INJURY,5,,201417
2265,140770060,INJURY,5,416,201418
2266,140770813,ASTHMB,2,394,201418
2267,140771549,INJURY,5,809,201418
2268,140772328,INJURY,5,407,201418
2269,140773077,SICK,6,533,201418
2270,140773830,OBMAJ,3,557,201418
2271,140780597,OTHER,6,554,201419
2272,140781352,INJURY,5,399,201419
2273,140782113,DIFFBR,2,714,201419
2274,140782882,INJURY,5,"1,185",201419
2275,140783645,CARD,3,474,201419
2276,140790396,SICK,6,564,201420
2277,140791164,DIFFBR,2,226,201420
2278,140791907,ALTMEN,3,241,201420
2279,140792673,MVAINJ,4,822,201420
2280,140793420,INJURY,5,820,201420
2281,140800061,ABDPN,5,620,201421
2282,140800829,EDP,7,364,201421
2283,140801566,INJURY,5,459,201421
2284,140802328,ASTHMB,2,486,201421
2285,140803086,CVAC,2,246,201421
2286,140803859,UNC,2,570,201421
2287,140810306,ALTMEN,3,287,201422
2288,140811080,SICK,6,809,201422
2289,140811830,UNKNOW,4,193,201422
2290,140812596,INJURY,5,983,201422
2291,140813345,EDP,7,493,201422
2292,140820152,INJURY,5,318,201423
2293,140820915,UNC,2,264,201423
2294,140821661,SICK,6,222,201423
2295,140822440,OTHER,6,324,201423
2296,140823187,EDP,7,603,201423
2297,140830228,SICK,6,548,201424
2298,140830984,ABDPN,5,428,201424
2299,140831730,DIFFBR,2,253,201424
2300,140832510,CVA,4,203,201424
2301,140833262,ABDPN,5,462,201424
2302,140840221,ALTMEN,3,466,201425
2303,140840973,SICK,6,697,201425
2304,140841703,INJURY,5,895,201425
2305,140842475,ARREST,1,534,201425
2306,140843229,UNKNOW,4,505,201425
2307,140850028,INBLED,3,305,201426
2308,140850792,DRUG,4,672,201426
2309,140851542,UNC,2,470,201426
2310,140852296,INJMAJ,3,610,201426
2311,140853047,SICK,6,399,201426
2312,140853801,ALTMEN,3,326,201426
2313,140860410,RESPIR,4,460,201427
2314,140861178,UNC,2,448,201427
2315,140861928,OTHER,6,"4,547",201427
2316,140862688,ABDPN,5,"1,363",201427
2317,140863463,ANAPH,2,232,201427
2318,140870156,OTHER,6,523,201428
2319,140870918,UNC,2,281,201428
2320,140871663,SICK,6,"2,380",201428
2321,140872420,SICK,6,,201428
2322,140873179,INJURY,5,378,201428
2323,140873933,SICK,6,622,201428
2324,140880405,DIFFBR,2,163,201429
2325,140881164,ABDPN,5,239,201429
2326,140881923,MVAINJ,4,341,201429
2327,140882677,MVAINJ,4,526,201429
2328,140883435,INBLED,3,672,201429
2329,140890395,EDP,7,"1,251",201430
2330,140891158,INJURY,5,268,201430
2331,140891912,ARREST,1,130,201430
2332,140892683,INJURY,5,330,201430
2333,140893421,PEDSTR,3,112,201430
2334,140900514,SICK,6,620,201431
2335,140901270,INJURY,5,681,201431
2336,140902016,INJURY,5,380,201431
2337,140902776,DIFFBR,2,712,201431
2338,140903536,OBLAB,5,387,201431
2339,140904295,SICK,6,534,201431
2340,140910723,UNC,2,381,201401
2341,140911474,STATEP,2,688,201401
2342,140912242,SICK,6,"1,097",201401
2343,140912997,SICK,6,"1,358",201401
2344,140913758,INJURY,5,842,201401
2345,140920283,INJURY,5,325,201402
2346,140921048,ABDPN,5,380,201402
2347,140921790,INJURY,5,599,201402
2348,140922564,INJURY,5,994,201402
2349,140923316,DRUG,4,66,201402
2350,140924078,SICK,6,644,201402
2351,140930622,INJURY,5,327,201403
2352,140931363,MVAINJ,4,235,201403
2353,140932117,CVA,4,236,201403
2354,140932869,SICK,6,"1,086",201403
2355,140933629,SICK,6,561,201403
2356,140940138,ABDPN,5,374,201404
2357,140940916,SICK,6,529,201404
2358,140941663,SICMIN,7,"1,180",201404
2359,140942416,EDP,7,440,201404
2360,140943168,DIFFBR,2,324,201404
2361,140943925,OBMAJ,3,547,201404
2362,140950355,DRUG,4,202,201405
2363,140951124,DRUG,4,381,201405
2364,140951873,EDP,7,,201405
2365,140952637,CARD,3,197,201405
2366,140953405,ABDPN,5,781,201405
2367,140960092,INJURY,5,449,201406
2368,140960861,EDP,7,214,201406
2369,140961627,UNC,2,232,201406
2370,140962399,SICK,6,592,201406
2371,140963160,ALTMEN,3,489,201406
2372,140970106,CARD,3,488,201407
2373,140970883,DIFFBR,2,665,201407
2374,140971625,INJURY,5,555,201407
2375,140972393,ASTHMB,2,133,201407
2376,140973148,SICK,6,482,201407
2377,140973908,CARD,3,854,201407
2378,140980470,ABDPN,5,845,201408
2379,140981232,CARD,3,399,201408
2380,140981970,DIFFBR,2,430,201408
2381,140982736,SICK,6,278,201408
2382,140983498,DIFFBR,2,358,201408
2383,140984252,DIFFBR,2,371,201408
2384,140990718,EDP,7,232,201409
2385,140991465,EDP,7,"3,544",201409
2386,140992223,EDP,7,,201409
2387,140992991,MVAINJ,4,694,201409
2388,140993742,INJURY,5,278,201409
2389,141000138,CARD,3,772,201410
2390,141000905,EDP,7,645,201410
2391,141001638,UNKNOW,4,"1,758",201410
2392,141002410,SICK,6,227,201410
2393,141003185,UNKNOW,4,430,201410
2394,141003923,DIFFBR,2,249,201410
2395,141010355,DRUG,4,90,201411
2396,141011115,ABDPN,5,278,201411
2397,141011860,SICK,6,563,201411
2398,141012624,CHOKE,1,299,201411
2399,141013392,DRUG,4,651,201411
2400,141014143,CARD,3,558,201411
2401,141020423,CARD,3,828,201412
2402,141021204,ASTHMB,3,319,201412
2403,141021963,SICK,6,540,201412
2404,141022736,MVAINJ,4,238,201412
2405,141023497,INJMIN,7,587,201412
2406,141030018,BURNMI,7,607,201413
2407,141030786,RESPIR,4,249,201413
2408,141031551,OTHER,6,428,201413
2409,141032325,DRUG,4,622,201413
2410,141033082,SICK,6,368,201413
2411,141033849,DRUG,4,654,201413
2412,141040613,ARREST,1,465,201414
2413,141041346,INJURY,5,281,201414
2414,141042114,UNC,2,573,201414
2415,141042877,INJURY,5,350,201414
2416,141043611,EDP,7,"1,760",201414
2417,141050253,DIFFBR,2,398,201415
2418,141051003,OBMAJ,3,405,201415
2419,141051850,UNC,2,193,201415
2420,141052622,SICK,6,"1,745",201415
2421,141053381,SICK,6,555,201415
2422,141060283,SICK,6,658,201416
2423,141061038,INJURY,5,483,201416
2424,141061809,INJURY,5,684,201416
2425,141062580,INJURY,5,330,201416
2426,141063323,SICK,4,182,201416
2427,141070304,SICK,6,387,201417
2428,141071077,CARD,3,395,201417
2429,141071839,SICK,6,366,201417
2430,141072622,INJURY,5,927,201417
2431,141073384,SICK,6,433,201417
2432,141080498,INJURY,5,270,201418
2433,141081263,EDP,7,807,201418
2434,141082027,ABDPN,5,455,201418
2435,141082790,ABDPN,5,540,201418
2436,141083566,SICK,6,510,201418
2437,141090709,SEIZR,3,372,201419
2438,141091471,SICK,6,353,201419
2439,141092234,DIFFBR,2,258,201419
2440,141093015,SICK,6,227,201419
2441,141093779,ABDPN,5,823,201419
2442,141100686,UNKNOW,4,819,201420
2443,141101453,OBMAJ,2,328,201420
2444,141102211,EDP,7,544,201420
2445,141102956,UNC,2,336,201420
2446,141110258,DIFFBR,2,333,201421
2447,141111022,INJURY,5,228,201421
2448,141111765,SICK,6,397,201421
2449,141112537,UNKNOW,4,559,201421
2450,141113289,INJURY,4,221,201421
2451,141120083,INJURY,5,53,201422
2452,141120840,MVAINJ,4,373,201422
2453,141121582,ARREST,1,358,201422
2454,141122350,UNC,2,498,201422
2455,141123110,SICK,6,"2,888",201422
2456,141130031,STNDBY,8,"25,933",201423
2457,141130804,INJURY,5,379,201423
2458,141131550,UNC,2,388,201423
2459,141132318,ABDPN,5,261,201423
2460,141133072,EDP,7,"1,678",201423
2461,141133832,UNC,2,473,201423
2462,141140706,EDP,7,"1,934",201424
2463,141141457,SEIZR,3,433,201424
2464,141142207,EDP,7,"1,786",201424
2465,141142951,PEDSTR,3,509,201424
2466,141143710,DRUG,4,890,201424
2467,141150696,DRUG,4,355,201425
2468,141151431,DIFFBR,2,284,201425
2469,141152202,SICK,6,480,201425
2470,141152946,INJURY,5,386,201425
2471,141153709,MVAINJ,4,,201425
2472,141160549,MVAINJ,4,321,201426
2473,141161308,UNC,2,433,201426
2474,141162087,EDP,7,341,201426
2475,141162855,ASTHMB,2,382,201426
2476,141163612,INJURY,5,203,201426
2477,141170384,UNC,2,322,201427
2478,141171157,RAPE,6,,201427
2479,141171906,DRUG,4,128,201427
2480,141172685,EDP,7,746,201427
2481,141173427,UNC,2,413,201427
2482,141180500,SICMIN,7,"6,488",201428
2483,141181258,DIFFBR,2,386,201428
2484,141182016,DRUG,4,"1,551",201428
2485,141182791,PEDSTR,3,247,201428
2486,141183552,ABDPN,4,506,201428
2487,141190054,DRUG,4,657,201429
2488,141190817,INJURY,5,571,201429
2489,141191561,EDP,7,"1,006",201429
2490,141192340,EDP,7,771,201429
2491,141193087,EDP,7,719,201429
2492,141200112,SICK,6,362,201430
2493,141200872,MVAINJ,4,252,201430
2494,141201621,DIFFBR,2,328,201430
2495,141202384,ABDPN,5,471,201430
2496,141203163,DROWN,2,706,201430
2497,141210422,UNC,2,608,201401
2498,141211190,CARD,3,426,201401
2499,141211936,INJURY,5,460,201401
2500,141212700,DRUG,4,658,201401
2501,141213468,STAB,3,251,201401
2502,141220029,SHOT,3,78,201402
2503,141220792,SICK,6,939,201402
2504,141221547,INJURY,5,406,201402
2505,141222322,SICK,6,860,201402
2506,141223078,SICK,6,546,201402
2507,141223833,EDP,7,559,201402
2508,141230296,SICK,6,"1,997",201403
2509,141231069,SICK,6,271,201403
2510,141231821,INJURY,5,"1,159",201403
2511,141232587,ALTMEN,3,480,201403
2512,141233341,UNKNOW,4,265,201403
2513,141240020,UNC,2,,201404
2514,141240778,DRUG,4,0,201404
2515,141241558,INJURY,5,599,201404
2516,141242321,STAB,3,233,201404
2517,141243088,SICK,6,506,201404
2518,141243843,DIFFBR,2,280,201404
2519,141250698,DIFFBR,2,"1,073",201405
2520,141251453,STATEP,2,90,201405
2521,141252216,DIFFBR,2,208,201405
2522,141252981,DIFFBR,2,271,201405
2523,141253741,ABDPN,5,353,201405
2524,141260191,INJURY,5,281,201406
2525,141260959,INJURY,5,752,201406
2526,141261715,UNKNOW,4,368,201406
2527,141262493,INJURY,5,962,201406
2528,141263247,EDP,7,613,201406
2529,141264006,UNKNOW,4,,201406
2530,141270601,CVA,4,396,201407
2531,141271342,ASTHMB,2,284,201407
2532,141272123,STATEP,2,413,201407
2533,141272898,UNKNOW,4,647,201407
2534,141273653,INJURY,5,476,201407
2535,141280165,RESPIR,4,886,201408
2536,141281048,INJURY,4,490,201408
2537,141281802,SICK,4,999,201408
2538,141282566,UNC,2,203,201408
2539,141283320,CARD,3,122,201408
2540,141290029,MVAINJ,4,200,201409
2541,141290801,PEDSTR,3,154,201409
2542,141291552,EDP,7,682,201409
2543,141292314,INJURY,5,914,201409
2544,141293061,CARD,3,312,201409
2545,141293816,EDP,7,"1,043",201409
2546,141300572,OTHER,6,201,201410
2547,141301333,EDP,7,605,201410
2548,141302108,UNC,2,"1,220",201410
2549,141302879,ABDPN,5,528,201410
2550,141303641,SICK,6,485,201410
2551,141310337,INJURY,5,,201411
2552,141311110,SICK,6,159,201411
2553,141311875,INJURY,5,198,201411
2554,141312650,DIFFBR,2,658,201411
2555,141313402,EDP,7,737,201411
2556,141314158,OBLAB,5,"1,367",201411
2557,141320730,EDP,7,201,201412
2558,141321488,SICK,6,"1,242",201412
2559,141322252,ASTHMB,2,589,201412
2560,141323053,DRUG,4,537,201412
2561,141323838,OBMAJ,3,457,201412
2562,141324603,ASTHMB,2,216,201412
2563,141330694,DRUG,4,601,201413
2564,141331442,MVAINJ,4,573,201413
2565,141332213,UNC,2,325,201413
2566,141332975,EDP,7,917,201413
2567,141333739,DRUG,4,667,201413
2568,141340356,STAB,3,229,201414
2569,141341118,EDP,7,"3,769",201414
2570,141341875,DRUG,4,,201414
2571,141342666,INJMIN,7,"1,734",201414
2572,141343436,ALTMEN,3,103,201414
2573,141344178,RESPIR,4,655,201414
2574,141350694,DIFFBR,2,392,201415
2575,141351430,INJURY,5,588,201415
2576,141352192,ABDPN,5,,201415
2577,141352949,SICK,6,940,201415
2578,141353706,SICK,6,228,201415
2579,141360145,SICK,6,252,201416
2580,141360906,EDP,7,723,201416
2581,141361656,DIFFBR,2,386,201416
2582,141362434,DIFFBR,2,715,201416
2583,141363180,INJURY,5,445,201416
2584,141363924,SICK,6,264,201416
2585,141370432,MVAINJ,4,525,201417
2586,141371194,MVAINJ,4,59,201417
2587,141371939,ABDPN,5,534,201417
2588,141372706,SICK,6,411,201417
2589,141373447,UNKNOW,4,,201417
2590,141380219,RESPIR,4,"1,325",201418
2591,141380970,ABDPN,5,536,201418
2592,141381708,UNC,2,324,201418
2593,141382483,ALTMEN,3,308,201418
2594,141383239,DIFFBR,2,386,201418
2595,141390194,SICK,6,723,201419
2596,141390956,ABDPN,5,981,201419
2597,141391710,ANAPH,2,328,201419
2598,141392463,EDP,7,,201419
2599,141393234,DIFFBR,2,251,201419
2600,141393997,SICK,6,285,201419
2601,141400507,ASTHMB,2,599,201420
2602,141401258,INJMAJ,3,331,201420
2603,141402011,MCI21P,2,437,201420
2604,141402787,ABDPN,5,296,201420
2605,141403558,CARD,3,430,201420
2606,141410074,OBLAB,5,216,201421
2607,141410850,SICK,6,701,201421
2608,141411612,SICK,6,534,201421
2609,141412387,CVAC,2,179,201421
2610,141413146,INJURY,5,665,201421
2611,141413909,SICK,6,440,201421
2612,141420421,SICK,6,334,201422
2613,141421184,ABDPN,5,349,201422
2614,141421944,INJURY,5,517,201422
2615,141422694,OTHER,4,"1,058",201422
2616,141423456,DRUG,4,715,201422
2617,141430402,MVAINJ,4,,201423
2618,141431040,SICK,6,473,201423
2619,141431780,UNC,2,103,201423
2620,141432553,DIFFBR,2,404,201423
2621,141433318,ALTMEN,3,481,201423
2622,141434100,DIFFBR,2,642,201423
2623,141440772,STATEP,2,407,201424
2624,141441519,INBLED,3,483,201424
2625,141442285,OTHER,6,455,201424
2626,141443050,SICK,6,412,201424
2627,141450158,SICK,6,748,201425
2628,141450932,SICK,6,507,201425
2629,141451665,ABDPN,5,354,201425
2630,141452446,STAB,3,360,201425
2631,141453208,INBLED,3,429,201425
2632,141460073,ARREST,1,209,201426
2633,141460853,EDP,7,555,201426
2634,141461600,DIFFBR,2,694,201426
2635,141462365,INJMIN,7,233,201426
2636,141463147,PEDSTR,3,189,201426
2637,141463913,UNC,2,534,201426
2638,141470741,SICPED,4,368,201427
2639,141471494,OBMAJ,3,387,201427
2640,141472250,INJURY,5,"1,667",201427
2641,141473036,OBMAJ,3,231,201427
2642,141473799,DRUG,4,483,201427
2643,141474571,INJMIN,7,371,201427
2644,141480584,RESPIR,4,476,201428
2645,141481336,ANAPH,2,703,201428
2646,141482109,GYNHEM,5,454,201428
2647,141482852,INJURY,5,273,201428
2648,141483614,SICK,6,285,201428
2649,141490592,UNKNOW,4,359,201429
2650,141491337,EDP,7,749,201429
2651,141492108,ABDPN,5,524,201429
2652,141492868,DRUG,4,203,201429
2653,141493627,UNC,2,197,201429
2654,141500419,UNKNOW,4,103,201430
2655,141501189,SEIZR,3,252,201430
2656,141501937,DRUG,4,872,201430
2657,141502707,SICK,6,,201430
2658,141503482,INJURY,5,0,201430
2659,141510105,ABDPN,5,"1,145",201431
2660,141510858,RAPE,6,551,201431
2661,141511620,INJURY,5,433,201431
2662,141512380,STATEP,2,594,201431
2663,141513149,SHOT,3,282,201431
2664,141513920,SICK,6,434,201431
2665,141520734,UNC,2,357,201401
2666,141521501,CARD,3,264,201401
2667,141522267,MVAINJ,4,365,201401
2668,141523023,INJURY,5,409,201401
2669,141523786,SICK,6,241,201401
2670,141530650,INJURY,5,364,201402
2671,141531415,SICK,6,539,201402
2672,141532179,STATEP,2,229,201402
2673,141532965,INJURY,5,440,201402
2674,141533739,STATEP,2,531,201402
2675,141540080,DIFFBR,2,185,201403
2676,141540824,SICK,6,543,201403
2677,141541593,INJURY,5,401,201403
2678,141542363,MVAINJ,4,869,201403
2679,141543137,MVAINJ,4,43,201403
2680,141543897,RESPIR,4,232,201403
2681,141550431,EDP,7,837,201404
2682,141551199,SICK,6,323,201404
2683,141551938,INJMIN,7,485,201404
2684,141552728,DRUG,4,723,201404
2685,141553481,INJURY,5,386,201404
2686,141554239,SICK,6,461,201404
2687,141560721,SICK,6,740,201405
2688,141561487,INJURY,5,564,201405
2689,141562260,EDP,7,346,201405
2690,141563013,PEDSTR,3,523,201405
2691,141563769,DRUG,4,474,201405
2692,141570526,OTHER,6,324,201406
2693,141571275,ARREST,1,119,201406
2694,141572023,INJURY,5,"1,799",201406
2695,141572797,CARD,3,247,201406
2696,141573553,DIFFBR,2,188,201406
2697,141574316,DRUG,4,442,201406
2698,141580647,INJURY,5,74,201407
2699,141581414,INJURY,5,171,201407
2700,141582181,UNC,2,776,201407
2701,141582930,CHOKE,1,230,201407
2702,141583708,SICK,6,244,201407
2703,141590266,SICK,6,219,201408
2704,141591033,SICK,6,366,201408
2705,141591772,SICK,6,169,201408
2706,141592535,DRUG,4,655,201408
2707,141593310,SICK,6,259,201408
2708,141594074,ABDPN,5,"1,018",201408
2709,141600681,DIFFBR,2,534,201409
2710,141601423,EDP,7,316,201409
2711,141602195,CVAC,2,779,201409
2712,141602953,SICK,6,"1,649",201409
2713,141603698,RESPIR,4,372,201409
2714,141610322,DRUG,4,322,201410
2715,141611093,EDP,7,589,201410
2716,141611842,UNKNOW,4,"1,160",201410
2717,141612620,ARREST,1,420,201410
2718,141613372,SICK,6,"1,202",201410
2719,141614138,DRUG,4,909,201410
2720,141620709,DIFFBR,2,557,201411
2721,141621471,ABDPN,5,509,201411
2722,141622233,SICK,6,"1,461",201411
2723,141623000,EDP,7,301,201411
2724,141623765,ALTMEN,3,388,201411
2725,141630569,ASTHMB,2,373,201412
2726,141631331,DRUG,4,683,201412
2727,141632085,OBMIS,4,"1,056",201412
2728,141632842,MVAINJ,4,304,201412
2729,141633602,DRUG,4,107,201412
2730,141640342,INJURY,5,304,201413
2731,141641099,UNKNOW,4,"1,239",201413
2732,141641850,CARD,3,350,201413
2733,141642610,EDP,7,768,201413
2734,141643375,HYPTN,7,514,201413
2735,141644143,ANAPH,2,340,201413
2736,141650761,CARD,3,281,201414
2737,141651517,ASTHMB,2,494,201414
2738,141652290,RESPIR,4,,201414
2739,141653065,OTHER,6,528,201414
2740,141653819,MVAINJ,4,613,201414
2741,141660672,ASTHMB,2,566,201415
2742,141661430,OTHER,6,"1,152",201415
2743,141662193,PEDSTR,3,290,201415
2744,141662965,UNC,2,617,201415
2745,141663712,SICPED,4,,201415
2746,141670526,DIFFBR,2,445,201416
2747,141671295,SICK,6,353,201416
2748,141672035,DIFFBR,2,217,201416
2749,141672806,SICK,6,241,201416
2750,141673568,DRUG,4,0,201416
2751,141674323,RESPIR,4,"1,071",201416
2752,141680560,SICK,6,179,201417
2753,141681307,INJURY,5,501,201417
2754,141682083,SICK,6,509,201417
2755,141682854,EDP,7,"7,635",201417
2756,141683618,DRUG,4,662,201417
2757,141684391,EDP,7,425,201417
2758,141690712,ABDPN,5,426,201418
2759,141691462,CARD,3,359,201418
2760,141692244,SICK,6,"1,022",201418
2761,141693023,UNKNOW,4,208,201418
2762,141693806,INJURY,5,551,201418
2763,141700147,DIFFBR,2,529,201419
2764,141700916,SICK,6,748,201419
2765,141701670,INBLED,3,291,201419
2766,141702444,EDP,7,"1,056",201419
2767,141703205,EDP,7,"1,804",201419
2768,141703975,RESPIR,4,803,201419
2769,141710807,EDP,7,546,201420
2770,141711210,INJURY,5,618,201420
2771,141711971,UNKNOW,4,,201420
2772,141712729,EDP,7,"4,728",201420
2773,141713505,INJURY,5,598,201420
2774,141714270,STATEP,2,238,201420
2775,141720693,INJMAJ,3,245,201421
2776,141721467,INJURY,5,500,201421
2777,141722246,DIFFBR,2,362,201421
2778,141723010,INJURY,5,165,201421
2779,141723763,DIFFBR,2,727,201421
2780,141730268,UNC,2,187,201422
2781,141731060,MVAINJ,4,490,201422
2782,141731820,INJURY,5,"1,746",201422
2783,141732580,INJURY,5,0,201422
2784,141733330,INJURY,5,307,201422
2785,141740032,SICPED,4,562,201423
2786,141740810,PEDSTR,3,432,201423
2787,141741559,SICK,6,682,201423
2788,141742339,DRUG,4,516,201423
2789,141743099,SICK,6,407,201423
2790,141743866,CARD,3,584,201423
2791,141750348,SICK,6,258,201424
2792,141751127,UNC,2,509,201424
2793,141751889,ABDPN,5,599,201424
2794,141752674,UNKNOW,4,475,201424
2795,141753446,SICK,6,939,201424
2796,141760040,SICPED,4,55,201425
2797,141760810,ABDPN,5,,201425
2798,141761568,SICK,6,230,201425
2799,141762338,UNKNOW,4,"1,346",201425
2800,141763091,ABDPN,5,327,201425
2801,141763850,INJMIN,7,469,201425
2802,141770390,DRUG,4,215,201426
2803,141771154,UNC,2,367,201426
2804,141771919,INJURY,5,645,201426
2805,141772702,DRUG,4,"1,953",201426
2806,141773480,DIFFBR,2,328,201426
2807,141774247,DRUG,4,227,201426
2808,141780758,SICK,6,332,201427
2809,141781510,EDP,7,359,201427
2810,141782280,SICK,6,"2,499",201427
2811,141783054,HEAT,4,234,201427
2812,141783809,DRUG,4,390,201427
2813,141790445,INJURY,5,303,201428
2814,141791225,CVAC,2,343,201428
2815,141791976,INJURY,5,672,201428
2816,141792748,MCI21P,2,302,201428
2817,141793519,SICK,6,416,201428
2818,141800020,JUMPDN,2,224,201429
2819,141800781,UNC,2,252,201429
2820,141801546,UNKNOW,4,237,201429
2821,141802312,OTHER,6,336,201429
2822,141803069,SICK,6,319,201429
2823,141803841,SICK,6,204,201429
2824,141810484,DRUG,4,549,201430
2825,141811258,EDP,7,587,201430
2826,141812038,DIFFBR,2,548,201430
2827,141812825,CVAC,2,136,201430
2828,141813589,EDP,7,922,201430
2829,141820071,ABDPN,5,464,201401
2830,141820837,UNKNOW,4,404,201401
2831,141821596,SICK,6,994,201401
2832,141822356,INJURY,5,"1,847",201401
2833,141823126,SICK,6,434,201401
2834,141823886,INJURY,5,512,201401
2835,141830394,UNKNOW,4,460,201402
2836,141831164,UNKNOW,4,551,201402
2837,141831929,INJURY,5,0,201402
2838,141832696,MVAINJ,4,"2,701",201402
2839,141833469,ALTMEN,3,315,201402
2840,141834245,UNC,2,452,201402
2841,141840528,INBLED,3,536,201403
2842,141841303,SICK,6,564,201403
2843,141842063,ALTMEN,3,445,201403
2844,141842841,DIFFBR,2,371,201403
2845,141843623,ALTMEN,3,327,201403
2846,141850050,MVAINJ,4,555,201404
2847,141850808,DIFFBR,2,148,201404
2848,141851550,SICK,6,,201404
2849,141852307,DIFFBR,2,446,201404
2850,141853063,UNC,2,269,201404
2851,141860175,OBLAB,5,292,201405
2852,141860944,SICK,6,709,201405
2853,141861718,SICK,6,484,201405
2854,141862480,INJURY,5,"1,016",201405
2855,141863238,UNC,2,815,201405
2856,141863994,ABDPN,5,562,201405
2857,141870475,OBMAJ,3,"1,333",201406
2858,141871243,UNKNOW,4,284,201406
2859,141871997,SICK,6,529,201406
2860,141872758,SICK,6,611,201406
2861,141873514,DIFFBR,2,317,201406
2862,141880271,CARD,3,227,201407
2863,141881022,SICK,6,422,201407
2864,141881771,SICK,6,417,201407
2865,141882541,ABDPN,5,320,201407
2866,141883311,ABDPN,5,596,201407
2867,141884058,DRUG,4,482,201407
2868,141890642,ASTHMB,3,541,201408
2869,141891374,INJURY,5,529,201408
2870,141892135,UNC,2,197,201408
2871,141892889,ASTHMB,2,497,201408
2872,141893644,ASTHMB,2,608,201408
2873,141900262,SHOT,3,152,201409
2874,141901144,INJURY,5,233,201409
